3.300000000000000000e+03 1.835699999999999943e-13 6.668099999999999739e+01 5.000000000000000000e+01
3.350000000000000000e+03 1.779599999999999808e-13 6.661899999999999977e+01 5.000000000000000000e+01
3.400000000000000000e+03 1.890900000000000051e-13 7.291200000000000614e+01 5.000000000000000000e+01
3.450000000000000000e+03 1.848299999999999808e-13 7.338400000000000034e+01 5.000000000000000000e+01
3.500000000000000000e+03 1.910200000000000029e-13 7.805500000000000682e+01 5.000000000000000000e+01
3.550000000000000000e+03 1.998800000000000025e-13 8.402299999999999613e+01 5.000000000000000000e+01
3.600000000000000000e+03 1.906400000000000086e-13 8.241400000000000148e+01 5.000000000000000000e+01
3.650000000000000000e+03 2.137099999999999800e-13 9.497299999999999898e+01 5.000000000000000000e+01
3.700000000000000000e+03 2.177800000000000071e-13 9.944899999999999807e+01 5.000000000000000000e+01
3.750000000000000000e+03 2.075699999999999678e-13 9.736400000000000432e+01 5.000000000000000000e+01
3.800000000000000000e+03 2.299599999999999612e-13 1.107600000000000051e+02 5.000000000000000000e+01
3.850000000000000000e+03 2.151300000000000133e-13 1.063700000000000045e+02 5.000000000000000000e+01
3.900000000000000000e+03 2.225800000000000219e-13 1.129300000000000068e+02 5.000000000000000000e+01
3.950000000000000000e+03 1.865599999999999896e-13 9.709600000000000364e+01 5.000000000000000000e+01
4.000000000000000000e+03 2.784199999999999890e-13 1.485900000000000034e+02 5.000000000000000000e+01
4.050000000000000000e+03 2.975199999999999783e-13 1.627800000000000011e+02 5.000000000000000000e+01
4.100000000000000000e+03 2.984399999999999885e-13 1.673400000000000034e+02 5.000000000000000000e+01
4.150000000000000000e+03 3.109699999999999866e-13 1.786500000000000057e+02 5.000000000000000000e+01
4.200000000000000000e+03 3.013899999999999911e-13 1.773400000000000034e+02 5.000000000000000000e+01
4.250000000000000000e+03 2.860499999999999777e-13 1.723499999999999943e+02 5.000000000000000000e+01
4.300000000000000000e+03 2.576800000000000188e-13 1.589300000000000068e+02 5.000000000000000000e+01
4.350000000000000000e+03 2.869699999999999879e-13 1.811299999999999955e+02 5.000000000000000000e+01
4.400000000000000000e+03 2.972499999999999703e-13 1.919499999999999886e+02 5.000000000000000000e+01
4.450000000000000000e+03 3.157199999999999916e-13 2.085500000000000114e+02 5.000000000000000000e+01
4.500000000000000000e+03 3.277900000000000098e-13 2.214099999999999966e+02 5.000000000000000000e+01
4.550000000000000000e+03 3.238899999999999962e-13 2.236699999999999875e+02 5.000000000000000000e+01
4.600000000000000000e+03 3.287799999999999885e-13 2.320600000000000023e+02 5.000000000000000000e+01
4.650000000000000000e+03 3.289400000000000100e-13 2.372500000000000000e+02 5.000000000000000000e+01
4.700000000000000000e+03 3.264600000000000044e-13 2.405500000000000114e+02 5.000000000000000000e+01
4.750000000000000000e+03 3.270599999999999716e-13 2.461500000000000057e+02 5.000000000000000000e+01
4.800000000000000000e+03 3.271400000000000076e-13 2.514199999999999875e+02 5.000000000000000000e+01
4.850000000000000000e+03 3.074199999999999664e-13 2.412100000000000080e+02 5.000000000000000000e+01
4.900000000000000000e+03 3.142199999999999980e-13 2.516500000000000057e+02 5.000000000000000000e+01
4.950000000000000000e+03 3.173999999999999905e-13 2.594200000000000159e+02 5.000000000000000000e+01
5.000000000000000000e+03 3.093699999999999732e-13 2.579900000000000091e+02 5.000000000000000000e+01
5.050000000000000000e+03 3.109099999999999848e-13 2.644800000000000182e+02 5.000000000000000000e+01
5.100000000000000000e+03 3.116600000000000069e-13 2.703999999999999773e+02 5.000000000000000000e+01
5.150000000000000000e+03 2.981300000000000130e-13 2.637500000000000000e+02 5.000000000000000000e+01
5.200000000000000000e+03 2.940400000000000274e-13 2.652200000000000273e+02 5.000000000000000000e+01
5.250000000000000000e+03 3.042999999999999756e-13 2.797699999999999818e+02 5.000000000000000000e+01
5.300000000000000000e+03 3.086500000000000025e-13 2.891999999999999886e+02 5.000000000000000000e+01
5.350000000000000000e+03 3.054299999999999920e-13 2.916100000000000136e+02 5.000000000000000000e+01
5.400000000000000000e+03 3.025800000000000092e-13 2.943100000000000023e+02 5.000000000000000000e+01
5.450000000000000000e+03 3.028500000000000172e-13 3.000500000000000114e+02 5.000000000000000000e+01
5.500000000000000000e+03 3.029000000000000018e-13 3.056299999999999955e+02 5.000000000000000000e+01
5.550000000000000000e+03 3.018800000000000223e-13 3.101700000000000159e+02 5.000000000000000000e+01
5.600000000000000000e+03 2.956900000000000255e-13 3.093100000000000023e+02 5.000000000000000000e+01
5.650000000000000000e+03 2.983499999999999859e-13 3.176899999999999977e+02 5.000000000000000000e+01
5.700000000000000000e+03 2.944899999999999902e-13 3.191499999999999773e+02 5.000000000000000000e+01
5.750000000000000000e+03 2.945000000000000073e-13 3.247900000000000205e+02 5.000000000000000000e+01
5.800000000000000000e+03 2.923899999999999789e-13 3.281000000000000227e+02 5.000000000000000000e+01
5.850000000000000000e+03 2.911499999999999761e-13 3.323500000000000227e+02 5.000000000000000000e+01
5.900000000000000000e+03 2.812699999999999718e-13 3.265899999999999750e+02 5.000000000000000000e+01
5.950000000000000000e+03 2.830000000000000058e-13 3.341899999999999977e+02 5.000000000000000000e+01
6.000000000000000000e+03 2.793300000000000326e-13 3.354300000000000068e+02 5.000000000000000000e+01
6.050000000000000000e+03 2.782999999999999855e-13 3.397799999999999727e+02 5.000000000000000000e+01
6.100000000000000000e+03 2.752699999999999974e-13 3.416600000000000250e+02 5.000000000000000000e+01
6.150000000000000000e+03 2.705600000000000104e-13 3.413500000000000227e+02 5.000000000000000000e+01
6.200000000000000000e+03 2.716699999999999925e-13 3.483399999999999750e+02 5.000000000000000000e+01
