3.300000000000000000e+03 5.837000000000000109e-11 2.120300000000000000e+04 1.600000000000000000e+01
3.316000000000000000e+03 5.823600000000000187e-11 2.136000000000000000e+04 1.600000000000000000e+01
3.332000000000000000e+03 5.751899999999999674e-11 2.130100000000000000e+04 1.600000000000000000e+01
3.348000000000000000e+03 5.771000000000000027e-11 2.157700000000000000e+04 1.600000000000000000e+01
3.364000000000000000e+03 5.774400000000000114e-11 2.179700000000000000e+04 1.600000000000000000e+01
3.380000000000000000e+03 5.751599999999999686e-11 2.191800000000000000e+04 1.600000000000000000e+01
3.396000000000000000e+03 5.750199999999999954e-11 2.212100000000000000e+04 1.600000000000000000e+01
3.412000000000000000e+03 5.722699999999999920e-11 2.222300000000000000e+04 1.600000000000000000e+01
3.428000000000000000e+03 5.633000000000000090e-11 2.208000000000000000e+04 1.600000000000000000e+01
3.444000000000000000e+03 5.555100000000000028e-11 2.197900000000000000e+04 1.600000000000000000e+01
3.460000000000000000e+03 5.544599999999999780e-11 2.214100000000000000e+04 1.600000000000000000e+01
3.476000000000000000e+03 5.498699999999999582e-11 2.216100000000000000e+04 1.600000000000000000e+01
3.492000000000000000e+03 5.463500000000000055e-11 2.222300000000000000e+04 1.600000000000000000e+01
3.508000000000000000e+03 5.489099999999999946e-11 2.253200000000000000e+04 1.600000000000000000e+01
3.524000000000000000e+03 5.540500000000000151e-11 2.295100000000000000e+04 1.600000000000000000e+01
3.540000000000000000e+03 5.571999999999999603e-11 2.329200000000000000e+04 1.600000000000000000e+01
3.556000000000000000e+03 5.516899999999999969e-11 2.327000000000000000e+04 1.600000000000000000e+01
3.572000000000000000e+03 5.497899999999999828e-11 2.339900000000000000e+04 1.600000000000000000e+01
3.588000000000000000e+03 5.484199999999999916e-11 2.355000000000000000e+04 1.600000000000000000e+01
3.604000000000000000e+03 5.491000000000000089e-11 2.379000000000000000e+04 1.600000000000000000e+01
3.620000000000000000e+03 5.498000000000000039e-11 2.403300000000000000e+04 1.600000000000000000e+01
3.636000000000000000e+03 5.520399999999999621e-11 2.434400000000000000e+04 1.600000000000000000e+01
3.652000000000000000e+03 5.532999999999999789e-11 2.461500000000000000e+04 1.600000000000000000e+01
3.668000000000000000e+03 5.505100000000000201e-11 2.470600000000000000e+04 1.600000000000000000e+01
3.684000000000000000e+03 5.558800000000000103e-11 2.516500000000000000e+04 1.600000000000000000e+01
3.700000000000000000e+03 5.797199999999999895e-11 2.647300000000000000e+04 1.600000000000000000e+01
3.716000000000000000e+03 6.348500000000000101e-11 2.924100000000000000e+04 1.600000000000000000e+01
3.732000000000000000e+03 7.036199999999999442e-11 3.268900000000000000e+04 1.600000000000000000e+01
3.748000000000000000e+03 7.899900000000000296e-11 3.701700000000000000e+04 1.600000000000000000e+01
3.764000000000000000e+03 8.764400000000000257e-11 4.141900000000000000e+04 1.600000000000000000e+01
3.780000000000000000e+03 1.029500000000000038e-10 4.906800000000000000e+04 1.600000000000000000e+01
3.796000000000000000e+03 1.027499999999999941e-10 4.938600000000000000e+04 1.600000000000000000e+01
3.812000000000000000e+03 1.246599999999999862e-10 6.042200000000000000e+04 1.600000000000000000e+01
3.828000000000000000e+03 1.071700000000000032e-10 5.238400000000000000e+04 1.600000000000000000e+01
3.844000000000000000e+03 1.283699999999999920e-10 6.327000000000000000e+04 1.600000000000000000e+01
3.860000000000000000e+03 1.502600000000000064e-10 7.467900000000000000e+04 1.600000000000000000e+01
3.876000000000000000e+03 1.204599999999999904e-10 6.036700000000000000e+04 1.600000000000000000e+01
3.892000000000000000e+03 1.129499999999999951e-10 5.706900000000000000e+04 1.600000000000000000e+01
