# CALSPEC 2024-06
# gj7541a_stis_004.fits
# Trimmed to 3000-10000 A.
# Error is square-added statistical and systematic.
# Wavelength (Angstrom)  Flux (erg/s/cm2/A)  Error (erg/s/cm2/A)
#
5674.871582  4.035199908589138e-14  4.330337622922791e-16
5679.744629  4.0090001630910255e-14  4.312792658909398e-16
5684.617676  3.9953998632767315e-14  4.289624454917421e-16
5689.490723  4.043700053621424e-14  4.34087233050647e-16
5694.36377  4.0251998376138534e-14  4.319386281008181e-16
5699.236816  4.046400055844092e-14  4.34142793118031e-16
5704.109863  4.0106000389217994e-14  4.304838225441292e-16
5708.983398  3.961800099138227e-14  4.2527245233614714e-16
5713.856445  3.991700023363125e-14  4.281387853598761e-16
5718.72998  3.94729991152077e-14  4.2354746973906376e-16
5723.603516  3.946599923493159e-14  4.2342422644523826e-16
5728.476562  3.957599832159382e-14  4.245980288216755e-16
5733.350098  3.945199947437937e-14  4.2314171448754935e-16
5738.223633  3.959399946578887e-14  4.24599458189774e-16
5743.097656  3.905700090602038e-14  4.1898169745556706e-16
5747.971191  3.899899947792419e-14  4.183831363294339e-16
5752.844727  3.906099890153142e-14  4.191168256804337e-16
5757.718262  3.849500132178073e-14  4.13218538222008e-16
5762.592285  3.901199973959865e-14  4.18200971306215e-16
5767.466309  3.863000143291412e-14  4.142774352851943e-16
5772.339844  3.873499963705576e-14  4.154335558488576e-16
5777.213867  3.862600004927129e-14  4.144355657485348e-16
5782.087891  3.8669998328683466e-14  4.1462159535957555e-16
5786.961914  3.830999916170502e-14  4.105680927207105e-16
5791.835938  3.831900142786844e-14  4.10875353922327e-16
5796.709961  3.780299912079649e-14  4.0554013161558857e-16
5801.584473  3.8123001392005584e-14  4.087840031057765e-16
5806.458496  3.77809999810904e-14  4.050459673002045e-16
5811.333008  3.7852001670861044e-14  4.056291759541687e-16
5816.207031  3.765200025135536e-14  4.036985231695801e-16
5821.081543  3.777599909856981e-14  4.05147346556079e-16
5825.956055  3.764899836659029e-14  4.035624155628682e-16
5830.830566  3.718799899098124e-14  3.991669233715492e-16
5835.705078  3.751299875657914e-14  4.0217486971614723e-16
5840.57959  3.674099937592441e-14  3.9425402639835586e-16
5845.454102  3.706100164713351e-14  3.9740369194294137e-16
5850.328613  3.6708998471177146e-14  3.937023167821177e-16
5855.203613  3.651099943755877e-14  3.916372504567117e-16
5860.078125  3.609000034585086e-14  3.873786334957131e-16
5864.953125  3.578899871771457e-14  3.8430930373221873e-16
5869.827637  3.5284001062693346e-14  3.7917723698392334e-16
5874.702637  3.522699913347492e-14  3.78676243465402e-16
5879.577637  3.565399860658118e-14  3.8465269618299155e-16
5884.452637  3.563199946687509e-14  3.8252669642494246e-16
5889.327637  3.527499879652993e-14  3.7900931270213017e-16
5894.202637  3.5574001426910695e-14  3.820593724660745e-16
5899.077637  3.59519983499524e-14  3.8594762427088616e-16
5903.952637  3.590100019026411e-14  3.855600272881785e-16
5908.828125  3.577399945828459e-14  3.839731375312772e-16
5913.703125  3.5731000677750174e-14  3.8368901091703257e-16
5918.578613  3.605899893998135e-14  3.870461995336954e-16
5923.454102  3.5865001290005805e-14  3.8518471228320605e-16
5928.329102  3.5986001640586976e-14  3.9340500821763143e-16
5933.20459  3.5755998314089543e-14  3.839437031363601e-16
5938.080078  3.5861999405240735e-14  3.8512396413902016e-16
5942.955566  3.524500027766997e-14  3.7903104439118316e-16
5947.831543  3.550700112078288e-14  3.8138812532515507e-16
5952.707031  3.591900133445916e-14  3.8565116273934716e-16
5957.58252  3.5270001302141127e-14  3.7913864404526406e-16
5962.458496  3.55330016441318e-14  3.8206961627078036e-16
5967.333984  3.5310001586042264e-14  3.7970165625739215e-16
5972.209961  3.510800116878106e-14  3.774261287143731e-16
5977.085449  3.5448000193808935e-14  3.8096333830210704e-16
5981.961426  3.49650016784938e-14  3.759491679521576e-16
5986.837402  3.5021000720702675e-14  3.7698230991979143e-16
5991.713379  3.4718999593688626e-14  3.735700112219979e-16
5996.589355  3.4860000086220366e-14  3.74972830131549e-16
6001.465332  3.452200005894801e-14  3.7131110670056866e-16
6006.341309  3.470799832976969e-14  3.733129102527266e-16
6011.217773  3.455300146481752e-14  3.71625091226204e-16
6016.09375  3.464300040952918e-14  3.725392250647486e-16
6020.970215  3.4757000879834243e-14  3.7372070367727034e-16
6025.846191  3.49819999356793e-14  3.7592026295283254e-16
6030.722656  3.4447000373666326e-14  3.7026081231575293e-16
6035.599121  3.4169000772245675e-14  3.67366500734985e-16
6040.475098  3.441100147340802e-14  3.703384481793247e-16
6045.351562  3.4008999636641127e-14  3.668381374643555e-16
6050.228027  3.381800048329886e-14  3.6369056303235854e-16
6055.104492  3.367799948964488e-14  3.622747739308026e-16
6059.981445  3.396700035498447e-14  3.6507278845337955e-16
6064.85791  3.392000019080722e-14  3.647053085031692e-16
6069.734375  3.407400094501342e-14  3.6675248125756443e-16
6074.611328  3.371799977354602e-14  3.6223218405542345e-16
6079.487793  3.381299960077827e-14  3.6311667174081415e-16
6084.364746  3.336400098796592e-14  3.584254327020054e-16
6089.241699  3.325500140018145e-14  3.571916233352111e-16
6094.118164  3.3181001213777525e-14  3.565502870452416e-16
6098.995117  3.32780000387653e-14  3.5739845819301877e-16
6103.87207  3.341300014989869e-14  3.585686606794302e-16
6108.749023  3.3069999240105744e-14  3.5506792644798737e-16
6113.625977  3.293900051261518e-14  3.5417057444971024e-16
6118.50293  3.279199963868509e-14  3.5235924743156613e-16
6123.380371  3.283600130622906e-14  3.526337125762561e-16
6128.257324  3.2643999265877244e-14  3.5061255961520935e-16
6133.134766  3.298000029539408e-14  3.547763088861155e-16
6138.011719  3.280099851671672e-14  3.520529656117949e-16
6142.88916  3.266700129259288e-14  3.508814131666238e-16
6147.766113  3.256299919919721e-14  3.497927376013856e-16
6152.643555  3.280400040148179e-14  3.5309267208476994e-16
6157.520996  3.2502998773345504e-14  3.488660570873098e-16
6162.398438  3.25800008445145e-14  3.4977968800004196e-16
6167.275879  3.224699831163094e-14  3.4633975485234424e-16
6172.15332  3.239000119004999e-14  3.479960219015816e-16
6177.030762  3.199599873243697e-14  3.439856120639081e-16
6181.908691  3.2194001154187135e-14  3.459304261805836e-16
6186.786133  3.2080000683882073e-14  3.4474143015065498e-16
6191.663574  3.21179985818959e-14  3.4517193464609697e-16
6196.541504  3.201599887438754e-14  3.440726446992385e-16
6201.418945  3.2190999269422066e-14  3.4574537595138813e-16
6206.296875  3.19710010960976e-14  3.4349285064684293e-16
6211.174805  3.1764999295193566e-14  3.415065054459724e-16
6216.052734  3.156500126381967e-14  3.394737587214601e-16
6220.930176  3.160600104659857e-14  3.3986604085515723e-16
6225.808105  3.153699835458344e-14  3.391324309134962e-16
6230.686035  3.129700003930841e-14  3.3693509509942054e-16
6235.564453  3.1352999081517285e-14  3.3727073190477005e-16
6240.442383  3.101399955536717e-14  3.3414774789802305e-16
6245.320312  3.1512000718244074e-14  3.404111594962746e-16
6250.198242  3.1059000721788896e-14  3.346398475705982e-16
6255.07666  3.111699876175329e-14  3.3506312581620893e-16
6259.95459  3.129099965791006e-14  3.368904935207917e-16
6264.833008  3.0803000260074334e-14  3.3169831390302083e-16
6269.711426  3.102999831367491e-14  3.3398098828653236e-16
6274.589355  3.073199857030369e-14  3.3092028767118815e-16
6279.467773  3.0776000237847656e-14  3.3150331103669513e-16
6284.346191  3.055000168312484e-14  3.293128573653159e-16
6289.224609  3.0803999758952094e-14  3.3161122832813124e-16
6294.103027  3.083600066369936e-14  3.320455974113951e-16
6298.981445  3.11720016932162e-14  3.354667370155756e-16
6303.859863  3.0526999656409204e-14  3.2880519346233496e-16
6308.73877  3.0391999545275813e-14  3.274999950999549e-16
6313.617188  3.030999997971802e-14  3.2668689641014996e-16
6318.495605  2.997700083496625e-14  3.233629538366669e-16
6323.374512  3.0107000063579054e-14  3.24609601046568e-16
6328.25293  2.948400055460994e-14  3.1832093727857645e-16
6333.131836  2.959100114463889e-14  3.1925968801215063e-16
6338.010742  2.948599955236546e-14  3.184338044187981e-16
6342.889648  3.02839994563691e-14  3.2689563709208894e-16
6347.768066  3.000500035607069e-14  3.233348958702891e-16
6352.646973  3.006299839603509e-14  3.2378395568123186e-16
6357.525879  2.9814001202728424e-14  3.2093384863239875e-16
6362.404785  2.986200086578343e-14  3.2147968195756535e-16
6367.28418  2.944900115322939e-14  3.1701378015250585e-16
6372.163086  2.947800017321159e-14  3.1732390009031933e-16
6377.041992  2.9376000465703225e-14  3.1604353038120565e-16
6381.920898  2.9555998355126553e-14  3.1788267713771115e-16
6386.800293  2.9506999193193786e-14  3.174308115301306e-16
6391.679199  2.9509001579081096e-14  3.1740518878347614e-16
6396.558594  2.969599934878053e-14  3.195416705742475e-16
6401.4375  2.920799995094481e-14  3.1434930566801944e-16
6406.316895  2.88760003050708e-14  3.1088014988364145e-16
6411.196289  2.876499833139902e-14  3.1141960399192403e-16
6416.075684  2.8678001271452425e-14  3.0889306352894206e-16
6420.955078  2.901199991508195e-14  3.122582989586038e-16
6425.834473  2.8955001373995315e-14  3.115365210084247e-16
6430.713867  2.8830999138649074e-14  3.1026229228817864e-16
6435.593262  2.870899928919014e-14  3.090030454631871e-16
6440.472656  2.8366000073463092e-14  3.056100697045028e-16
6445.352051  2.831599971858667e-14  3.04948881079832e-16
6450.231934  2.825700048567862e-14  3.0428970415841096e-16
6455.111328  2.845700021111841e-14  3.0631408643256913e-16
6459.990723  2.8132999944398274e-14  3.030381070997243e-16
6464.870605  2.8287000698604473e-14  3.1246230154999407e-16
6469.750488  2.8517000636970116e-14  3.070121209904455e-16
6474.629883  2.8247000414703335e-14  3.0427856038119864e-16
6479.509766  2.7971999309915965e-14  3.014619111337821e-16
6484.389648  2.8055000068417414e-14  3.022843007162272e-16
6489.269531  2.8091000662741616e-14  3.037508059155e-16
6494.148926  2.8190000179550805e-14  3.077659273739426e-16
6499.028809  2.8285999505660818e-14  3.0868551398708516e-16
6503.908691  2.7578000240434733e-14  2.974749270510561e-16
6508.789062  2.74970001737547e-14  2.969199616519269e-16
6513.668945  2.7788999535727568e-14  2.996934651585927e-16
6518.548828  2.749199929123411e-14  2.9668533352553747e-16
6523.428711  2.714399919298647e-14  2.93224648070632e-16
6528.309082  2.7521999504159962e-14  2.9714019021821303e-16
6533.188965  2.7118999862581206e-14  2.9320950735669984e-16
6538.069336  2.7125000243979555e-14  2.9320040175251686e-16
6542.949219  2.6776000646854155e-14  2.89714358248753e-16
6547.82959  2.6740000052529952e-14  2.894888092567669e-16
6552.709473  2.6463999448864822e-14  2.866100883761844e-16
6557.589844  2.6556000779463795e-14  2.8760161985028434e-16
6562.470215  2.5980999239483792e-14  2.8159017408406137e-16
6567.350586  2.607799975853746e-14  2.8271270449741013e-16
6572.230957  2.6060000308408306e-14  2.8261630156010075e-16
6577.111328  2.5925000197274915e-14  2.8129037736029255e-16
6581.991699  2.593400076937244e-14  2.813113149559575e-16
6586.87207  2.644699949761343e-14  2.866262878813006e-16
6591.752441  2.621299986967085e-14  2.8402769667824283e-16
6596.632812  2.6592999178599863e-14  2.8800853977210123e-16
6601.513672  2.6395999643859247e-14  2.861094654345775e-16
6606.394043  2.657300073071519e-14  2.877010932820275e-16
6611.274414  2.6381999883307028e-14  2.857684817337484e-16
6616.155273  2.6350000672625655e-14  2.8587481083840844e-16
6621.035645  2.64909994710915e-14  2.8710554971076894e-16
6625.916504  2.6669999555702963e-14  2.887503024058796e-16
6630.797363  2.643999961733732e-14  2.8637313090919e-16
6635.677734  2.6303000508448408e-14  2.8503545412723863e-16
6640.558594  2.60770002596597e-14  2.8640709163641896e-16
6645.439453  2.601300014423106e-14  2.84622869672587e-16
6650.320312  2.586599927030097e-14  2.8068067245694706e-16
6655.201172  2.599399950115825e-14  2.820194609696417e-16
6660.082031  2.600500076507719e-14  2.8200466436284434e-16
6664.962891  2.5840999939895706e-14  2.8047751689850404e-16
6669.84375  2.5743999420842038e-14  2.7926525393230553e-16
6674.724609  2.6175999776468888e-14  2.837557196928354e-16
6679.605469  2.5881000223796843e-14  2.810366909925899e-16
6684.486816  2.5449999367047754e-14  2.7649871197767497e-16
6689.367676  2.5620000573627587e-14  2.782511437362053e-16
6694.248535  2.5527999243028614e-14  2.770494686818475e-16
6699.129883  2.5553999766377532e-14  2.771804676210963e-16
6704.010742  2.531799944661354e-14  2.748425243377764e-16
6708.89209  2.5350999850238566e-14  2.752593968967235e-16
6713.772949  2.572399927889147e-14  2.789917681694608e-16
6718.654297  2.5192999406455432e-14  2.7361729117957305e-16
6723.535645  2.4931000257408416e-14  2.7138829750909376e-16
6728.416992  2.4976999228642008e-14  2.7155518946948246e-16
6733.297852  2.496199996921203e-14  2.7134269007884004e-16
6738.179199  2.5094999388524004e-14  2.72668296641293e-16
6743.060547  2.5192999406455432e-14  2.7360167400960805e-16
6747.941895  2.506900055924098e-14  2.7223366286023315e-16
6752.823242  2.5053999605745107e-14  2.7213069541758255e-16
6757.70459  2.4880000403654234e-14  2.703062658585356e-16
6762.586426  2.5046000226591238e-14  2.7233504211610765e-16
6767.467773  2.487199933043447e-14  2.703500733437764e-16
6772.349121  2.4755000363496128e-14  2.6912476077623425e-16
6777.230469  2.450200009248074e-14  2.665862030333131e-16
6782.112305  2.479800083809644e-14  2.694655591886061e-16
6786.993652  2.4837999427931683e-14  2.6982194830116335e-16
6791.875  2.4428999404954577e-14  2.6557293987016016e-16
6796.756836  2.4705000008619707e-14  2.683749777992366e-16
6801.638672  2.4414999644402358e-14  2.6562897639357695e-16
6806.52002  2.4687000558490553e-14  2.683737337195953e-16
6811.401855  2.4560999325388792e-14  2.673097809285051e-16
6816.283691  2.4268000464538163e-14  2.6403753383458413e-16
6821.165039  2.445199973760432e-14  2.6590225039818487e-16
6826.046875  2.4133000353404772e-14  2.6254066779810817e-16
6830.928711  2.4008999812124426e-14  2.623556705084719e-16
6835.810547  2.4221999799238676e-14  2.6403491332640356e-16
6840.692383  2.4177000326882844e-14  2.635504369503537e-16
6845.574219  2.42599993913184e-14  2.642287779922064e-16
6850.456055  2.3923000556989697e-14  2.6073077014806254e-16
6855.337891  2.4041000716871694e-14  2.6168733504330867e-16
6860.219727  2.3705999186232618e-14  2.583182350258251e-16
6865.101562  2.4001999931848317e-14  2.611514278854927e-16
6869.983887  2.376999930166126e-14  2.591480626163383e-16
6874.865723  2.3595000600692626e-14  2.572282359716068e-16
6879.747559  2.369899930595651e-14  2.5828181260909315e-16
6884.629883  2.3576999456497577e-14  2.582732628702818e-16
6889.511719  2.3531000485263985e-14  2.5674516249387584e-16
6894.394043  2.3569999576221468e-14  2.572466589382096e-16
6899.275879  2.3629000503195413e-14  2.577274560148948e-16
6904.158203  2.365700002429985e-14  2.5788055722011103e-16
6909.040039  2.3667999594152896e-14  2.5794966981465106e-16
6913.922363  2.346599917689169e-14  2.559974441596871e-16
6918.804688  2.3221999477973827e-14  2.534331842607727e-16
6923.686523  2.3268999642151074e-14  2.5392793091130804e-16
6928.568848  2.3299999353954687e-14  2.543561854754839e-16
6933.451172  2.303299932238708e-14  2.5161788677568835e-16
6938.333496  2.3369000351903917e-14  2.551567639595372e-16
6943.21582  2.3146999792692143e-14  2.528305467885809e-16
6948.098145  2.2856999428474793e-14  2.5006861057560103e-16
6952.980469  2.283800047946788e-14  2.5112771939702413e-16
6957.862793  2.2926999925301783e-14  2.5059141519251414e-16
6962.745117  2.283899997834564e-14  2.4977439897532817e-16
6967.627441  2.268900060778227e-14  2.499200357026967e-16
6972.509766  2.2679000536806986e-14  2.4975377901701845e-16
6977.392578  2.2700000177635314e-14  2.4824833677195154e-16
6982.274902  2.2922000736847088e-14  2.5059011817331366e-16
6987.157227  2.2765999290819475e-14  2.4900976645197395e-16
6992.040039  2.2479000811367195e-14  2.4613941002174554e-16
6996.922363  2.2446000407742167e-14  2.457688066375422e-16
7001.804688  2.2494999569674934e-14  2.46102696437438e-16
7006.6875  2.2368000531761308e-14  2.4513837589676857e-16
7011.569824  2.2339999316590975e-14  2.445522820368278e-16
7016.452637  2.2524999782600787e-14  2.465595913031429e-16
7021.335449  2.2119999449200616e-14  2.425540783746957e-16
7026.217773  2.221300027867735e-14  2.4329099703880694e-16
7031.100586  2.2274000203406814e-14  2.4383545393543424e-16
7035.983398  2.2244999489358722e-14  2.4343594555190583e-16
7040.865723  2.211599975962368e-14  2.420004364645466e-16
7045.748535  2.2013000553237558e-14  2.4099191139194235e-16
7050.631348  2.21010005001937e-14  2.423951802877467e-16
7055.51416  2.2091000429218417e-14  2.4213339416748593e-16
7060.396973  2.1946999745987503e-14  2.4064404554841685e-16
7065.279785  2.204499976391893e-14  2.4401976301080086e-16
7070.162598  2.1872000060705818e-14  2.3988420405517054e-16
7075.04541  2.1828999586105506e-14  2.391613673138074e-16
7079.928223  2.2021999431269187e-14  2.4110139040037497e-16
7084.811035  2.1595999457040688e-14  2.3702342968515795e-16
7089.693848  2.1686999594696006e-14  2.3800135569254264e-16
7094.57666  2.1659999572469328e-14  2.3784076353969914e-16
7099.459961  2.156899943481401e-14  2.368715990293626e-16
7104.342773  2.1713000118044924e-14  2.3816959761169103e-16
7109.225586  2.1592999266341513e-14  2.369256767890889e-16
7114.108398  2.1492000751776805e-14  2.3580391399934857e-16
7118.991699  2.143100082704734e-14  2.3542036689292e-16
7123.874512  2.1388999851324787e-14  2.349010562869143e-16
7128.757812  2.1273999882141965e-14  2.3371301316905133e-16
7133.640625  2.1331999616172256e-14  2.3448833948336463e-16
7138.523926  2.1364000520919524e-14  2.3477243962782965e-16
7143.406738  2.1385000161747852e-14  2.3519817956294334e-16
7148.290039  2.1384000662870092e-14  2.35058974992018e-16
7153.172852  2.1172000174633603e-14  2.3308012073877476e-16
7158.056152  2.1337000498692846e-14  2.349540752554565e-16
7162.939453  2.1125999509334116e-14  2.3227967460361944e-16
7167.822266  2.087100024056321e-14  2.30307543674395e-16
7172.705566  2.0834999646239007e-14  2.2945362858444427e-16
7177.588867  2.0997999278476835e-14  2.3119388424435784e-16
7182.472168  2.085100009861264e-14  2.3003204620830056e-16
7187.35498  2.1094999797530503e-14  2.325022589802901e-16
7192.238281  2.0678000395399528e-14  2.2854507986939563e-16
7197.121582  2.0678999894277288e-14  2.2851538077668253e-16
7202.004883  2.0776000413330956e-14  2.2933464692513465e-16
7206.888184  2.0776999912208716e-14  2.2923795282024965e-16
7211.771484  2.0820999885686788e-14  2.296769011753846e-16
7216.654785  2.0688999965252572e-14  2.2837202045035974e-16
7221.538086  2.0678999894277288e-14  2.2833951556100885e-16
7226.421387  2.0331999294907407e-14  2.2512746074590214e-16
7231.304688  2.0603000710117843e-14  2.278974967114401e-16
7236.188477  2.0628999539400866e-14  2.2834565654987645e-16
7241.071777  2.058600075886645e-14  2.2756405689779754e-16
7245.955078  2.0456999335065514e-14  2.2616354085907176e-16
7250.838379  2.0377000461329134e-14  2.2532267537046465e-16
7255.72168  2.0563000426216706e-14  2.273291376038325e-16
7260.605469  2.034000036812717e-14  2.25240910221275e-16
7265.48877  2.0080999715713435e-14  2.227592095649383e-16
7270.37207  2.0087000097111785e-14  2.230366393249437e-16
7275.255859  2.0100999857664004e-14  2.2341311900021864e-16
7280.13916  2.0107000239062353e-14  2.235937752460002e-16
7285.022949  2.0022999981683144e-14  2.225184139799017e-16
7289.90625  1.989199956012669e-14  2.2116742289881067e-16
7294.789551  1.987199941817612e-14  2.2087874348247457e-16
7299.67334  2.01419996404429e-14  2.261549911202604e-16
7304.557129  2.0118999307793158e-14  2.233887403332055e-16
7309.44043  1.9853000469169206e-14  2.2081585128614094e-16
7314.324219  1.9880999990273644e-14  2.2139441449378503e-16
7319.20752  1.9712999475515226e-14  2.1987817257864063e-16
7324.091309  1.989000056237117e-14  2.2187789825309982e-16
7328.975098  1.980600030499196e-14  2.209963884179143e-16
7333.858398  1.9816000375967244e-14  2.2120499675095528e-16
7338.742188  1.9408999350745658e-14  2.1691788507221545e-16
7343.625977  1.9519999630351545e-14  2.1902708975510727e-16
7348.509766  1.967199969273633e-14  2.1991327150639248e-16
7353.393066  1.9229999266134196e-14  2.1514437013423236e-16
7358.276855  1.9505999869799326e-14  2.1810921044274902e-16
7363.160645  1.9249999408084764e-14  2.1592778296621398e-16
7368.044434  1.9229999266134196e-14  2.1542761001086032e-16
7372.928223  1.9655999240362695e-14  2.1983818997655226e-16
7377.812012  1.9410000543689312e-14  2.173054555851435e-16
7382.695801  1.9265999860458398e-14  2.1585219851056133e-16
7387.57959  1.9215999505581977e-14  2.1526929425906257e-16
7392.462891  1.9340999545740083e-14  2.2088499035046057e-16
7397.34668  1.9268000552279813e-14  2.1569042845252556e-16
7402.230957  1.911099960737444e-14  2.142637602715533e-16
7407.114746  1.9029999540694405e-14  2.1369469971478622e-16
7411.998535  1.909099946542387e-14  2.14483684435374e-16
7416.882324  1.8852000649026597e-14  2.1199620013219434e-16
7421.766113  1.8978999686940223e-14  2.1334836911847762e-16
7426.649902  1.8879000671253275e-14  2.123653344436298e-16
7431.533691  1.8981000378761638e-14  2.1904039081935712e-16
7436.41748  1.8910999881934648e-14  2.1250780803233594e-16
7441.30127  1.8603000067588145e-14  2.0926373801880097e-16
7446.185547  1.8920999952909932e-14  2.1231616682801965e-16
7451.069336  1.8782999651077367e-14  2.1092645045937136e-16
7455.953125  1.837900051062085e-14  2.0696099954235135e-16
7460.836914  1.8653999921342326e-14  2.1007483824024597e-16
7465.721191  1.8545000333557854e-14  2.0910154444429157e-16
7470.60498  1.8446000816748666e-14  2.0809057091707416e-16
7475.48877  1.8440999934228076e-14  2.080457840499881e-16
7480.373047  1.8356999676848867e-14  2.07014719960053e-16
7485.256836  1.8438999242406662e-14  2.0766117815237544e-16
7490.140625  1.840799953060305e-14  2.074735603545586e-16
7495.024902  1.831599989406997e-14  2.0627510137842238e-16
7499.908691  1.8227000448236066e-14  2.0542248330767212e-16
7504.792969  1.8545000333557854e-14  2.089787908413887e-16
7509.676758  1.8319999583646905e-14  2.0690518801206117e-16
7514.561035  1.8515000120632e-14  2.116385404702162e-16
7519.444824  1.8183999973635755e-14  2.1524384356597553e-16
7524.329102  1.8140000000157683e-14  2.04930780681791e-16
7529.212891  1.8143000190856858e-14  2.0468539258999347e-16
7534.097168  1.8240000709910525e-14  2.0565551001239566e-16
7538.980957  1.8140000000157683e-14  2.05011791442262e-16
7543.865234  1.79879999377729e-14  2.0327131078922182e-16
7548.749023  1.8132000621003813e-14  2.0489861989957494e-16
7553.633301  1.7885000731386776e-14  2.0302811968913123e-16
7558.51709  1.8055000243900714e-14  2.0468626609272033e-16
7563.401367  1.7950000345693176e-14  2.0358538795908575e-16
7568.285645  1.7603999245201056e-14  2.0015797501713963e-16
7573.169434  1.788900042096371e-14  2.0261978363410565e-16
7578.053711  1.7745999236610556e-14  2.016782006341141e-16
7582.937988  1.7714999524806943e-14  2.0052816811975916e-16
7587.821777  1.7642000531346673e-14  1.999701189913064e-16
7592.706055  1.759999955562412e-14  1.9973285712184658e-16
7597.590332  1.774100004815586e-14  2.0176649058397555e-16
7602.474121  1.7572000034519683e-14  2.002044162454508e-16
7607.358398  1.7792999400787803e-14  2.025612721862961e-16
7612.242676  1.7140999177770594e-14  1.9561156537742158e-16
7617.126953  1.7674999240905806e-14  2.009328116405303e-16
7622.010742  1.7434999231564878e-14  1.9807887970854475e-16
7626.89502  1.7602999746323296e-14  1.9974040100903306e-16
7631.779297  1.7092000015837827e-14  1.9429102777776232e-16
7636.663574  1.7281999670302334e-14  1.9641422173917363e-16
7641.547852  1.7501999537692693e-14  1.9874082272193418e-16
7646.431641  1.7447999493239337e-14  1.9853630396984167e-16
7651.315918  1.721399986529676e-14  1.9659690292309474e-16
7656.200195  1.7139999678892834e-14  1.9644613105848348e-16
7661.084473  1.7133999297494484e-14  1.965915427927254e-16
7665.96875  1.7224999435149803e-14  1.974384169213021e-16
7670.853027  1.7227999625848978e-14  1.9758737560601064e-16
7675.737305  1.7095999705414762e-14  1.958819541760529e-16
7680.621094  1.6849999314675485e-14  1.9295793026768206e-16
7685.505371  1.6848999815797724e-14  1.9288004294120407e-16
7690.389648  1.676899924799545e-14  1.9184254669482576e-16
7695.273926  1.7138000681137314e-14  1.958784998698149e-16
7700.158203  1.7006000760703098e-14  1.9485092979078722e-16
7705.04248  1.7041999660961406e-14  1.958178046651882e-16
7709.926758  1.6815999412172697e-14  1.9407740342148683e-16
7714.811035  1.7054000423758105e-14  1.9660673644621677e-16
7719.695312  1.69819992351097e-14  1.9607343656169159e-16
7724.57959  1.6628000449529605e-14  1.9271611559613076e-16
7729.463867  1.6876999336902163e-14  1.9481264125459336e-16
7734.348145  1.647000000574647e-14  1.9007845499838087e-16
7739.232422  1.6747999607167122e-14  1.9284723364938777e-16
7744.116699  1.6793000773588848e-14  1.931052213562757e-16
7749.000977  1.6655000471756283e-14  1.9228653754297482e-16
7753.885254  1.668299999286072e-14  1.9294223368837826e-16
7758.769531  1.670300013481129e-14  1.9390336462060567e-16
7763.653809  1.6351000346986715e-14  1.9137613594335406e-16
7768.538086  1.655499976200344e-14  1.928819487653354e-16
7773.422363  1.6267000089607506e-14  1.9021129358731199e-16
7778.306641  1.6597000737725992e-14  1.9343850235124067e-16
7783.190918  1.6445000675341208e-14  1.9111339691102762e-16
7788.075195  1.656700052480014e-14  1.9160012321834362e-16
7792.959473  1.6428000724089814e-14  1.9010749234660393e-16
7797.84375  1.62840000408589e-14  1.8896946387729838e-16
7802.728027  1.6351000346986715e-14  1.901053879991256e-16
7807.612305  1.5904000731929886e-14  1.863304136161194e-16
7812.496582  1.606400017346854e-14  1.885377947115539e-16
7817.380859  1.6047999721094906e-14  1.8887507264323872e-16
7822.265137  1.6068999361923235e-14  1.89179025122405e-16
7827.149414  1.6094999885272153e-14  1.8933932610767289e-16
7832.033691  1.594299982288737e-14  1.8734545025450567e-16
7836.917969  1.5962000465960177e-14  1.8716013532751419e-16
7841.802246  1.600799943719377e-14  1.8740789246458607e-16
7846.686523  1.6030999769843512e-14  1.8722211431645156e-16
7851.570801  1.6037000151241862e-14  1.872198114456262e-16
7856.455078  1.6104000457369677e-14  1.8811580025025385e-16
7861.339355  1.5932999751912084e-14  1.8703165101732755e-16
7866.223633  1.601300031971436e-14  1.8863114038931929e-16
7871.10791  1.5628999627142516e-14  1.851794414245886e-16
7875.992188  1.563299931671945e-14  1.862868311240052e-16
7880.876465  1.562599943644334e-14  1.8614110175240806e-16
7885.760742  1.5661000531889784e-14  1.862399531443306e-16
7890.645508  1.5526999919634153e-14  1.8455468845153956e-16
7895.529785  1.583000054552596e-14  1.8736849219764894e-16
7900.414062  1.5791999259380345e-14  1.864880146838679e-16
7905.29834  1.5726000146196184e-14  1.8566796767691753e-16
7910.182617  1.5655999649369194e-14  1.8489593685016464e-16
7915.066895  1.5463999303083273e-14  1.8322206739749213e-16
7919.951172  1.552499922781274e-14  1.8807580441327569e-16
7924.835449  1.5665000221466718e-14  1.8535763598086723e-16
7929.719727  1.5526000420756393e-14  1.8426084742818112e-16
7934.604004  1.5405999569052982e-14  1.8349383262466275e-16
7939.488281  1.5351999524599626e-14  1.8328776539046354e-16
7944.372559  1.54320000924019e-14  1.8431844566859442e-16
7949.256836  1.5675999791319763e-14  1.877079141814815e-16
7954.141113  1.5388999617801588e-14  1.8514529540890242e-16
7959.025391  1.5104000136104828e-14  1.836663626481066e-16
7963.909668  1.5138999537485376e-14  1.8306134289575063e-16
7968.793945  1.5344999644323516e-14  1.8476859074050087e-16
7973.678223  1.5103000637227068e-14  1.8192884661038183e-16
7978.5625  1.528900060211464e-14  1.8313936257112663e-16
7983.446777  1.5165999559712054e-14  1.8164843900017125e-16
7988.331055  1.5114999705957873e-14  1.8147315611964881e-16
