# CALSPEC 2024-06
# gj7541a_stis_004.fits
# Trimmed to 3000-10000 A.
# Error is square-added statistical and systematic.
# Wavelength (Angstrom)  Flux (erg/s/cm2/A)  Error (erg/s/cm2/A)
#
4223.924316  8.100600268692859e-14  8.795722473186663e-16
4226.672363  8.111100089107023e-14  8.80232244803255e-16
4229.42041  8.074700034044896e-14  8.762798302526889e-16
4232.168457  8.045400147959833e-14  8.734170706492061e-16
4234.916504  8.055399880121938e-14  8.743344073310825e-16
4237.664062  8.070100306328126e-14  8.760776540760911e-16
4240.412109  8.0149001855951e-14  8.704054979448027e-16
4243.160156  8.06619988901261e-14  8.774644587689832e-16
4245.908203  8.009199992673258e-14  8.689896294339079e-16
4248.655762  7.961999928720459e-14  8.649652700223843e-16
4251.403809  7.992499891085192e-14  8.678671519601183e-16
4254.151855  8.006200140787262e-14  8.68938383940599e-16
4256.899414  7.820399736862063e-14  8.496334442814894e-16
4259.647461  7.945299827132393e-14  8.626901924656185e-16
4262.395508  7.991200203730925e-14  8.686699274358786e-16
4265.143066  7.988100063143974e-14  8.681340202780627e-16
4267.891113  7.975900078198081e-14  8.655714279752632e-16
4270.63916  7.829900058398467e-14  8.504884181626243e-16
4273.386719  7.95449996019229e-14  8.627456731236636e-16
4276.134766  7.814999732416728e-14  8.483250960153368e-16
4278.882324  7.900699815514486e-14  8.568947930405045e-16
4281.630371  7.874399781315419e-14  8.547463998489124e-16
4284.37793  7.809100317345691e-14  8.482025938753401e-16
4287.125488  7.811600080979628e-14  8.477630367152743e-16
4289.873535  7.757900225002778e-14  8.423492785724577e-16
4292.621094  7.774399749188934e-14  8.435776881042132e-16
4295.369141  7.769999921247717e-14  8.430325165235367e-16
4298.116699  7.830299857949571e-14  8.490759907230777e-16
4300.864258  7.760700177113222e-14  8.418844163030927e-16
4303.612305  7.811600080979628e-14  8.471580963722572e-16
4306.359863  7.802099759443223e-14  8.460383717555462e-16
4309.107422  7.778699966055555e-14  8.431538010536717e-16
4311.855469  7.736599718071585e-14  8.388339859622339e-16
4314.603027  7.690800307800366e-14  8.352461661559015e-16
4317.350586  7.715900265719763e-14  8.385218543211707e-16
4320.098145  7.645200119678341e-14  8.2981943782108e-16
4322.845703  7.687099790260402e-14  8.34399080269088e-16
4325.59375  7.603200160395326e-14  8.248501602173351e-16
4328.341309  7.556799695544736e-14  8.205322509500287e-16
4331.088867  7.641299702362825e-14  8.286958486165472e-16
4333.836426  7.690100319772755e-14  8.335136661414113e-16
4336.583984  7.621700037589718e-14  8.264821809484573e-16
4339.331543  7.638299850476829e-14  8.287680052357414e-16
4342.079102  7.646600095733563e-14  8.290994598159139e-16
4344.82666  7.54030017135858e-14  8.182147688063409e-16
4347.574219  7.613199892557432e-14  8.253620328152727e-16
4350.321777  7.649500336544962e-14  8.290504377840915e-16
4353.069336  7.555899807741573e-14  8.196023146530619e-16
4355.816895  7.56100030133676e-14  8.200840646418127e-16
4358.564453  7.563100265419592e-14  8.200842764000496e-16
4361.311523  7.581299954137477e-14  8.218788745174854e-16
4364.059082  7.607599988336544e-14  8.239094242502908e-16
4366.806641  7.52080011766007e-14  8.153327392033081e-16
4369.554199  7.44839980708692e-14  8.079832990177786e-16
4372.30127  7.463699932619763e-14  8.090577603113707e-16
4375.048828  7.435499834113415e-14  8.067515542937932e-16
4377.796387  7.531800026326294e-14  8.163320792623906e-16
4380.543945  7.579599789605748e-14  8.216679633136191e-16
4383.291016  7.48569974995221e-14  8.113691014661909e-16
4386.038574  7.458800016426487e-14  8.089382757262486e-16
4388.785645  7.450999859421811e-14  8.076352743555755e-16
4391.533203  7.412499840276851e-14  8.037674042810571e-16
4394.280762  7.528899785514895e-14  8.151837672837098e-16
4397.027832  7.433599769806135e-14  8.051477503477264e-16
4399.775391  7.454100000008762e-14  8.073209192530257e-16
4402.522461  7.429399841640469e-14  8.049716204342567e-16
4405.27002  7.372200045525565e-14  7.986915593446357e-16
4408.01709  7.461799868312483e-14  8.080012455283486e-16
4410.76416  7.357299719543825e-14  7.973588588812495e-16
4413.511719  7.337000066743107e-14  7.947769436393408e-16
4416.258789  7.34729998738172e-14  7.958815804816788e-16
4419.005859  7.385699717825725e-14  8.001761434033765e-16
4421.753418  7.277900206320922e-14  7.894637706590106e-16
4424.500488  7.295300295936599e-14  7.907282849701428e-16
4427.247559  7.290899790369024e-14  7.901873485542026e-16
4429.994629  7.264800333571866e-14  7.875518055388208e-16
4432.741699  7.239400187175962e-14  7.844870815169771e-16
4435.489258  7.279599693226294e-14  7.882750657966576e-16
4438.236328  7.256699988090684e-14  7.861184669733889e-16
4440.983398  7.196999750715485e-14  7.803710307889133e-16
4443.730469  7.176799708989365e-14  7.777240528287436e-16
4446.477539  7.244600291845746e-14  7.844098427000994e-16
4449.224609  7.094899754506168e-14  7.691997250058131e-16
4451.97168  7.137300190966644e-14  7.740108721462175e-16
4454.71875  7.187800295281946e-14  7.792905873251312e-16
4457.46582  7.203700120141446e-14  7.843392742676813e-16
4460.212891  7.107900016180627e-14  7.706576275267154e-16
4462.959961  7.094899754506168e-14  7.692267771205661e-16
4465.706543  7.127499680953733e-14  7.728325434374684e-16
4468.453613  7.023099820886031e-14  7.617895631458773e-16
4471.200684  7.05199990741999e-14  7.65213482076916e-16
4473.947754  7.045500115395939e-14  7.646961037648212e-16
4476.694336  7.074400201929898e-14  7.668453969289198e-16
4479.441406  7.105499863621287e-14  7.704154819829191e-16
4482.188477  7.068399820531548e-14  7.662224041962143e-16
4484.935059  7.08229997000917e-14  7.678173672358941e-16
4487.682129  7.041699986781377e-14  7.633539800598968e-16
4490.429199  7.063199715861765e-14  7.659128136539928e-16
4493.175781  7.085600010371673e-14  7.679172641841109e-16
4495.922852  7.054900148231388e-14  7.643984775629797e-16
4498.669434  7.112700321299306e-14  7.702226761083003e-16
4501.416504  7.077499664890491e-14  7.672703957102046e-16
4504.163086  7.105100064070183e-14  7.700712160294194e-16
4506.909668  6.976100334335142e-14  7.568445847998067e-16
4509.656738  7.013499888275029e-14  7.679302343761157e-16
4512.40332  7.024499796941253e-14  7.61423803731341e-16
4515.149902  7.074200302154346e-14  7.665070072664917e-16
4517.896973  6.98170023855603e-14  7.575818211012731e-16
4520.643555  7.084399934092003e-14  7.673024241435227e-16
4523.390137  6.915399920455825e-14  7.499392016368752e-16
4526.136719  7.013999976527088e-14  7.60327743097594e-16
4528.883301  6.949599722734165e-14  7.537273447352332e-16
4531.629883  6.945300183493902e-14  7.532574002681847e-16
4534.376953  6.889700263209772e-14  7.477253222105485e-16
4537.123535  6.927000206075062e-14  7.514385028930745e-16
4539.870117  6.91119999229016e-14  7.499512718563736e-16
4542.616699  6.939000291245404e-14  7.526145552007779e-16
4545.362793  6.823900033361627e-14  7.410922072006e-16
4548.109375  6.817400241337576e-14  7.402284982921967e-16
4550.855957  6.889499685807862e-14  7.471485457130275e-16
4553.602539  6.866799880447805e-14  7.450946496346134e-16
4556.349121  6.93380018657562e-14  7.516826072005614e-16
4559.095703  6.870799908837918e-14  7.452462685321719e-16
4561.841797  6.882400194457156e-14  7.463854749066698e-16
4564.588379  6.843700275536643e-14  7.423295105783018e-16
4567.334961  6.894199702225587e-14  7.477251104523117e-16
4570.081055  6.875899724806747e-14  7.461080186768848e-16
4572.827637  6.82359984488512e-14  7.399613652764564e-16
4575.574219  6.850700155812753e-14  7.433663318453002e-16
4578.320312  6.882699705307305e-14  7.461619111481538e-16
4581.066895  6.833100166421524e-14  7.416474902370844e-16
4583.812988  6.773000129495221e-14  7.356095746912598e-16
4586.55957  6.805099967690728e-14  7.384380294603787e-16
4589.305664  6.725699776841468e-14  7.309902275738492e-16
4592.051758  6.77569979290471e-14  7.354998309850311e-16
4594.79834  6.770700265636836e-14  7.350431743473427e-16
4597.544434  6.779499921519272e-14  7.355819402413556e-16
4600.290527  6.795300135304175e-14  7.374262486048834e-16
4603.036621  6.770700265636836e-14  7.348603211098541e-16
4605.783203  6.744400231437769e-14  7.320134433741324e-16
4608.529297  6.726500053570034e-14  7.301854933343985e-16
4611.275391  6.703399771032514e-14  7.282963451642253e-16
4614.021484  6.67820020203852e-14  7.255194535257705e-16
4616.767578  6.69049979805901e-14  7.266361605876069e-16
4619.513672  6.711700016289249e-14  7.28721026308155e-16
4622.259766  6.689999709806951e-14  7.272355422769077e-16
4625.005859  6.661800288926961e-14  7.247012196987229e-16
4627.751953  6.715899944454914e-14  7.293182374755285e-16
4630.498047  6.729699805231582e-14  7.306242564010762e-16
4633.243652  6.608200044024709e-14  7.186168761594768e-16
4635.989746  6.676699937282343e-14  7.259847393116092e-16
4638.73584  6.6580001603124e-14  7.306740725262866e-16
4641.481934  6.715399856202856e-14  7.297527653774699e-16
4644.227539  6.60890003205232e-14  7.184771157231799e-16
4646.973633  6.513299827867053e-14  7.098045571344799e-16
4649.719727  6.650399903083276e-14  7.237322669466232e-16
4652.465332  6.550300259882194e-14  7.124832988301716e-16
4655.211426  6.59759993490959e-14  7.179416320818375e-16
4657.957031  6.608799743351365e-14  7.194048814982193e-16
4660.703125  6.487800070396552e-14  7.070512765394298e-16
4663.44873  6.566099796040739e-14  7.1839098306035595e-16
4666.194336  6.545899754314619e-14  7.123546027617482e-16
4668.94043  6.556299963654186e-14  7.140372337114688e-16
4671.686035  6.477199961281432e-14  7.058400723644154e-16
4674.431641  6.497400003007553e-14  7.07369655048479e-16
4677.177246  6.51239994006389e-14  7.088819264966832e-16
4679.92334  6.478500326262057e-14  7.0597533293818e-16
4682.668945  6.508700100150283e-14  7.088149579542909e-16
4685.414551  6.404700039633685e-14  6.993816578998381e-16
4688.160156  6.257400332479804e-14  6.837561234844828e-16
4690.905762  6.397900059133127e-14  6.980091998274901e-16
4693.651367  6.460900336870828e-14  7.042570207255563e-16
4696.396973  6.454000067669316e-14  7.031667834433216e-16
4699.142578  6.450599738605858e-14  7.031648776191903e-16
4701.888184  6.407899791295232e-14  6.987623179967176e-16
4704.633301  6.382500322525686e-14  6.969791548240697e-16
4707.378906  6.378999704761273e-14  6.958411131198744e-16
4710.124512  6.444099946581808e-14  7.022264709927509e-16
4712.870117  6.409900144303468e-14  6.988700499996965e-16
4715.615234  6.408199979771739e-14  6.989534298054419e-16
4718.36084  6.354700023570442e-14  6.932419395816653e-16
4721.105957  6.417200213056085e-14  6.999502817052418e-16
4723.851562  6.267299775940954e-14  6.851825799072183e-16
4726.59668  6.306499783113526e-14  6.891283240733248e-16
4729.342285  6.347700143294333e-14  6.932459100486056e-16
4732.087402  6.248200199419907e-14  6.827852119686926e-16
4734.833008  6.27050020522886e-14  6.848224850255168e-16
4737.578125  6.323300173402546e-14  6.90216337894073e-16
4740.323242  6.340599974317268e-14  6.921219502671583e-16
4743.068848  6.36270008035067e-14  6.947119652616252e-16
4745.813965  6.316899992453093e-14  6.929237198912937e-16
4748.559082  6.327399812867257e-14  6.910776645223122e-16
4751.304199  6.361899803622104e-14  6.944140214224285e-16
4754.049316  6.282299712997291e-14  6.862970105680089e-16
4756.794434  6.252600027361124e-14  6.837613115612848e-16
4759.539551  6.247300311616744e-14  6.828400044124681e-16
4762.284668  6.21709986010216e-14  6.79786609456294e-16
4765.029785  6.213099831712046e-14  6.796718894315002e-16
4767.774902  6.28399987752902e-14  6.865130039695588e-16
4770.52002  6.185000021906653e-14  6.76766831120214e-16
4773.264648  6.194000255190998e-14  6.767810189220805e-16
4776.009766  6.212399843684435e-14  6.804621182317293e-16
4778.754883  6.18749978554059e-14  6.766953627152894e-16
4781.499512  6.160499763313912e-14  6.739270472854255e-16
4784.244629  6.09099969355216e-14  6.669551190965754e-16
4786.989258  6.179499728760363e-14  6.759152983104274e-16
4789.734375  6.132900041760578e-14  6.71230147320927e-16
4792.479004  6.108199883392285e-14  6.687622638895424e-16
4795.224121  6.105000131730737e-14  6.690046211915756e-16
4797.96875  6.139100322934479e-14  6.717601781876714e-16
4800.713867  6.050600287726277e-14  6.63030233116795e-16
4803.458496  6.085500078032227e-14  6.664242941364429e-16
4806.203125  6.126900337988586e-14  6.709262742510996e-16
4808.947754  6.100500015088564e-14  6.677170781721898e-16
4811.692383  6.087499753414105e-14  6.666110119617533e-16
4814.437012  6.07269971613332e-14  6.650109137848307e-16
4817.181641  6.018999860156471e-14  6.589132294766654e-16
4819.92627  6.010400104049587e-14  6.587402229971887e-16
4822.670898  6.024399864601807e-14  6.598422658011258e-16
4825.415527  6.07050014097589e-14  6.647040231601287e-16
4828.160156  6.106999807112615e-14  6.679216366289517e-16
4830.904785  6.048200135166937e-14  6.6205662168348535e-16
4833.649414  6.001700059241749e-14  6.57374064732386e-16
4836.394043  5.987799909764127e-14  6.560071653137543e-16
4839.138184  5.95259993098167e-14  6.530012042026264e-16
4841.882812  5.991999837929793e-14  6.56459957363621e-16
4844.626953  5.958699923454616e-14  6.53184057440115e-16
4847.371582  5.949999878646778e-14  6.521241545253038e-16
4850.115723  5.96269995184473e-14  6.535694574311157e-16
4852.860352  5.964099927899952e-14  6.534190561434188e-16
4855.604492  5.987200210437471e-14  6.555363738137586e-16
4858.349121  5.881300085613592e-14  6.454700754499108e-16
4861.093262  5.901899926890816e-14  6.477509234186299e-16
4863.837402  5.860799855410964e-14  6.430130975677221e-16
4866.581543  5.917500240900167e-14  6.483568166737127e-16
4869.326172  5.887900166338597e-14  6.455210562454237e-16
4872.070312  5.916100264844945e-14  6.48368092799823e-16
4874.814453  5.909700083895492e-14  6.482230913471649e-16
4877.558594  5.77039975589548e-14  6.336598950663441e-16
4880.302734  5.869899699769907e-14  6.434161264319376e-16
4883.046875  5.863700096222363e-14  6.427890044136142e-16
4885.790527  5.74249984586564e-14  6.306978208497958e-16
4888.534668  5.885300114003705e-14  6.453577377052812e-16
4891.278809  5.880200298034877e-14  6.437602335667596e-16
4894.022949  5.840099725432785e-14  6.399685964574942e-16
4896.766602  5.81250000387945e-14  6.372540146802217e-16
4899.510742  5.791299785649212e-14  6.359101969094028e-16
4902.254883  5.84359966557084e-14  6.404884099893123e-16
4904.998535  5.860200156084308e-14  6.425353709854707e-16
4907.742676  5.825299688152e-14  6.400564231862126e-16
4910.486328  5.834900298389359e-14  6.391221987849503e-16
4913.22998  5.816500032269564e-14  6.370098574331757e-16
4915.974121  5.837299773322341e-14  6.425751285944325e-16
4918.717773  5.759800324406719e-14  6.318615382402048e-16
4921.461426  5.794599826011715e-14  6.353138857145358e-16
4924.205078  5.789699909818438e-14  6.34543244551212e-16
4926.94873  5.790899986098108e-14  6.34285058320977e-16
4929.692383  5.77279990845482e-14  6.330303378282974e-16
4932.436035  5.746699774031305e-14  6.304001417083952e-16
4935.179688  5.804199758622716e-14  6.376099273367462e-16
4937.92334  5.768099892037096e-14  6.354830276061906e-16
4940.666992  5.789100210491782e-14  6.342023137899421e-16
4943.410645  5.728800273789927e-14  6.285340751860347e-16
4946.154297  5.724100257372203e-14  6.2755935202198185e-16
4948.897461  5.757099983370872e-14  6.311432543009332e-16
4951.641113  5.731499937199416e-14  6.287554684226233e-16
4954.384766  5.675900016915286e-14  6.227127883164704e-16
4957.12793  5.748200038787482e-14  6.303479433030206e-16
4959.871582  5.68449977302217e-14  6.234187373384476e-16
4962.614746  5.6711000506097856e-14  6.219012778134415e-16
4965.358398  5.6585998771873855e-14  6.219181655328274e-16
4968.101562  5.6448000164107184e-14  6.195080391605337e-16
4970.844727  5.679399957053341e-14  6.227689571887852e-16
4973.587891  5.692600118503352e-14  6.240139368025714e-16
4976.331543  5.689800166392908e-14  6.234801472271235e-16
4979.074707  5.716800188619586e-14  6.268730965160283e-16
4981.817871  5.634500095772106e-14  6.412421634332502e-16
4984.561035  5.6301998789054855e-14  6.180871943310738e-16
4987.304199  5.591699859760525e-14  6.137138573452815e-16
4990.047363  5.60649989704131e-14  6.15387859146852e-16
4992.790039  5.577499860619575e-14  6.11913382936774e-16
4995.533203  5.622200160938437e-14  6.172636136085466e-16
4998.276367  5.5609000477324644e-14  6.103182081388574e-16
5001.019531  5.608499911236367e-14  6.152161232167962e-16
5003.762207  5.578500037123693e-14  6.12536216850802e-16
5006.505371  5.536199889364171e-14  6.081512861015441e-16
5009.248047  5.5447999842842335e-14  6.087153571048562e-16
5011.991211  5.522099840110997e-14  6.062143864489695e-16
5014.733887  5.5290001093125096e-14  6.073427402138306e-16
5017.477051  5.521600090672117e-14  6.06309254139062e-16
5020.219727  5.483700109666992e-14  6.021678453621397e-16
5022.962402  5.4906000400553254e-14  6.028746943566234e-16
5025.705078  5.437900021769415e-14  5.974230844289763e-16
5028.448242  5.43609990734991e-14  5.97886305572006e-16
5031.190918  5.495800144725109e-14  6.047551604390872e-16
5033.933594  5.469600060413818e-14  6.008799317658395e-16
5036.67627  5.523100016615115e-14  6.063260889188887e-16
5039.418945  5.427500151243027e-14  5.964226855787098e-16
5042.161133  5.425299898459239e-14  5.974687183290096e-16
5044.903809  5.4313998909321856e-14  5.974882000867965e-16
5047.646484  5.452100020910365e-14  5.992542637818217e-16
5050.38916  5.4587001016353706e-14  5.99362366361715e-16
5053.131348  5.479199993024819e-14  6.013041364537363e-16
5055.874023  5.483700109666992e-14  6.020521724252803e-16
5058.616211  5.427000062990968e-14  5.963481466793514e-16
5061.358887  5.4068000212648473e-14  5.941326790662486e-16
5064.101074  5.37929991078611e-14  5.918770303277104e-16
5066.84375  5.439299997824637e-14  5.976416189293679e-16
5069.585938  5.450500145079591e-14  5.987025276958039e-16
5072.328125  5.36460016220628e-14  5.898867146598996e-16
5075.070312  5.415600015960462e-14  5.95012269842413e-16
5077.8125  5.382699901036389e-14  5.916701954699027e-16
5080.554688  5.455900149524927e-14  5.987567378044282e-16
5083.296875  5.337200001615319e-14  5.878520356414764e-16
5086.039062  5.4201001326026343e-14  5.963151123944085e-16
5088.78125  5.4070998709281753e-14  5.938494524245104e-16
5091.523438  5.3601999954518836e-14  5.891707600612329e-16
5094.265625  5.3107000676407e-14  5.844703095391228e-16
5097.007324  5.328800145283988e-14  5.861029126053962e-16
5099.749512  5.325600054809261e-14  5.852923550144331e-16
5102.491699  5.3620001098713885e-14  5.89825145952546e-16
5105.233398  5.3045001252799776e-14  5.832524349796487e-16
5107.975586  5.287999923467464e-14  5.818356664962475e-16
5110.717285  5.3062999008863035e-14  5.837574783744491e-16
5113.458984  5.2889001500838057e-14  5.818924706432727e-16
5116.201172  5.2632001540245735e-14  5.791813299373485e-16
5118.942871  5.317199859664751e-14  5.845779886025425e-16
5121.68457  5.282900107498635e-14  5.808556493762742e-16
5124.42627  5.308800003333419e-14  5.84669997556438e-16
5127.167969  5.270499883964011e-14  5.846979496436974e-16
5129.909668  5.2656999176585104e-14  5.795587889944687e-16
5132.651367  5.225199884318493e-14  5.753194949725793e-16
5135.393066  5.201300002678766e-14  5.725170864665885e-16
5138.134766  5.176299994647145e-14  5.698948312805668e-16
5140.876465  5.203700155238106e-14  5.725305860541853e-16
5143.617676  5.169099875782304e-14  5.69299631816443e-16
5146.359375  5.173799892200029e-14  5.6994432976842195e-16
5149.100586  5.1501998602236296e-14  5.674875107049109e-16
5151.842285  5.184499951202924e-14  5.714193847065061e-16
5154.583496  5.170499851837526e-14  5.696783084834249e-16
5157.325195  5.214299925540046e-14  5.735607898762834e-16
5160.066406  5.199299988483709e-14  5.721056931520189e-16
5162.807617  5.125799890331843e-14  5.647732995045529e-16
5165.548828  5.1501998602236296e-14  5.674412944697263e-16
5168.290527  5.1499000105603016e-14  5.674728464470115e-16
5171.031738  5.181799948980256e-14  5.709264115312041e-16
5173.772949  5.098799868105165e-14  5.624843517832757e-16
5176.51416  5.147200008337634e-14  5.67914680008123e-16
5179.254883  5.129300169283077e-14  5.66925874921322e-16
5181.996094  5.133699997224295e-14  5.659356934059818e-16
5184.737305  5.145800032282412e-14  5.679865719295212e-16
5187.478516  5.084800107552946e-14  5.61181720989517e-16
5190.219238  5.083600031273276e-14  5.630564695995868e-16
5192.960449  5.1350000233917406e-14  5.691251430293086e-16
5195.701172  5.1206001244752386e-14  5.848659798046089e-16
5198.442383  5.1795000851218714e-14  5.706589608781086e-16
5201.183105  5.044499973988481e-14  5.575072391247687e-16
5203.923828  5.0505000165736516e-14  5.580842273805264e-16
5206.665039  5.1213001125028496e-14  6.037420031550526e-16
5209.405762  5.186800153874488e-14  5.718341661528647e-16
5212.146484  5.042200110130096e-14  5.571586850669735e-16
5214.887207  4.976500168982906e-14  5.504782950306565e-16
5217.62793  4.9786001330657387e-14  5.506681362899598e-16
5220.368652  5.021099841787634e-14  5.550025097601785e-16
5223.109375  5.0514998542645906e-14  5.583705774562576e-16
5225.850098  5.0213000803763647e-14  5.549779987442673e-16
5228.590332  5.0240000825990325e-14  5.555377287037248e-16
5231.331055  5.006899842646684e-14  5.536882852029542e-16
5234.071777  4.9696998496691694e-14  5.499749457017506e-16
5236.812012  4.918699995914988e-14  5.447761751088589e-16
5239.552734  4.993099981870017e-14  5.526076299809354e-16
5242.292969  4.9845998368377303e-14  5.513344865216529e-16
5245.033203  4.9416000398637763e-14  5.468189009402811e-16
5247.773438  5.004599978788299e-14  5.533650362544583e-16
5250.51416  4.8963000402182585e-14  5.42702797272658e-16
5253.254395  4.9408001019483894e-14  5.471541142291569e-16
5255.994629  4.975499992478788e-14  5.504691364869143e-16
5258.734863  4.973099839919448e-14  5.504620955255402e-16
5261.475098  4.956300127256785e-14  5.502324437177159e-16
5264.215332  4.8990000424409264e-14  5.431232432518513e-16
5266.955078  4.972600090480568e-14  5.504169380815397e-16
5269.695312  4.9415000899760003e-14  5.470242005508718e-16
5272.435547  4.9110001276112675e-14  5.445597581908354e-16
5275.175293  4.8974001666101524e-14  5.433292310767117e-16
5277.915527  4.9262999143309325e-14  5.455827092933226e-16
5280.655273  4.889799909381029e-14  5.422287235199916e-16
5283.395508  4.865100089825915e-14  5.397595695391861e-16
5286.135254  4.886200019355198e-14  5.418176478427772e-16
5288.875  4.862599987378799e-14  5.395126064955023e-16
5291.615234  4.886700107607257e-14  5.42642922631199e-16
5294.35498  4.818600013900727e-14  5.349407991022564e-16
5297.094727  4.9111000774990435e-14  5.444694433028344e-16
5299.834473  4.86570012796575e-14  5.399609516223958e-16
5302.574219  4.859999935043907e-14  5.397297645673546e-16
5305.313477  4.8537999926831846e-14  5.391150304058848e-16
5308.053223  4.864799901349408e-14  5.398495138502727e-16
5310.792969  4.874399833960409e-14  5.405892912505809e-16
5313.532715  4.774400140647103e-14  5.310810287802962e-16
5316.271973  4.776500104729936e-14  5.316029598944824e-16
5319.011719  4.762500005364538e-14  5.302706829475698e-16
5321.750977  4.778000030672934e-14  5.330833087884869e-16
5324.490234  4.81659999970567e-14  5.356281663389533e-16
5327.22998  4.748800094475647e-14  5.284600970832545e-16
5329.969238  4.722400110388804e-14  5.262080482347422e-16
5332.708496  4.749999831942138e-14  5.294129562093564e-16
5335.447754  4.791599991674049e-14  5.341301356321748e-16
5338.187012  4.717899993746631e-14  5.255749440462288e-16
5340.92627  4.719200019914077e-14  5.261771844717266e-16
5343.665527  4.7431998514415805e-14  5.2958336865043215e-16
5346.404785  4.7555001250884285e-14  5.303838677251467e-16
5349.144043  4.773800102507268e-14  5.314966043200428e-16
5351.882812  4.748399956111364e-14  5.321453786180804e-16
5354.62207  4.6311001230701573e-14  5.169591366649949e-16
5357.36084  4.703600044717905e-14  5.242341967698436e-16
5360.100098  4.690999921407729e-14  5.235961162627651e-16
5362.838867  4.690600121856625e-14  5.236980778537909e-16
5365.577637  4.682299876599891e-14  5.223638950827469e-16
5368.316895  4.73839988513608e-14  5.285716936740553e-16
5371.055664  4.695199849573395e-14  5.236798666454249e-16
5373.794434  4.636999876954373e-14  5.179992401846639e-16
5376.533203  4.737599947220693e-14  5.282918551641062e-16
5379.271973  4.6597000211276093e-14  5.203523506516956e-16
5382.010742  4.7010999422707894e-14  5.263816370493701e-16
5384.749512  4.6279999824832066e-14  5.17211658362395e-16
5387.487793  4.6137000334544806e-14  5.158966926513419e-16
5390.226562  4.652100102711665e-14  5.197209405290767e-16
5392.964844  4.6705999799060566e-14  5.218941623739352e-16
5395.703613  4.595500005923417e-14  5.158547115808937e-16
5398.441895  4.579700130951693e-14  5.133408236725613e-16
5401.180664  4.5750001145339683e-14  5.121956351278735e-16
5403.918945  4.6156000977617614e-14  5.165057093404178e-16
5406.657227  4.595500005923417e-14  5.1408573621011225e-16
5409.395508  4.608700167373428e-14  5.155346919455091e-16
5412.133789  4.575999952224907e-14  5.122669447141205e-16
5414.87207  4.609600055176591e-14  5.157541264184072e-16
5417.610352  4.6273999443433717e-14  5.194143146021706e-16
5420.348633  4.64909991201249e-14  5.202444068904799e-16
5423.086914  4.604999988646642e-14  5.159775313582455e-16
5425.825195  4.577499878167905e-14  5.131400239245028e-16
5428.562988  4.591300077757751e-14  5.139752513500548e-16
5431.30127  4.594000079980419e-14  5.148695593236777e-16
5434.039062  4.5426000878619546e-14  5.097612094979054e-16
5436.777344  4.56799989544468e-14  5.120123583739113e-16
5439.515137  4.481700113020265e-14  5.035871863453688e-16
5442.25293  4.551899831996449e-14  5.106490059057463e-16
5444.990723  4.526699924189276e-14  5.078769847067382e-16
5447.729004  4.525499847909606e-14  5.077201247928186e-16
5450.772949  4.4454000078459135e-14  4.834730655238354e-16
5455.643555  4.455400078821198e-14  4.832466430291225e-16
5460.51416  4.485399952933872e-14  4.854918626744976e-16
5465.384766  4.470599915653087e-14  4.83364698246146e-16
5470.255371  4.495200124133604e-14  4.852293883399672e-16
5475.125977  4.499200152523718e-14  4.85108580265865e-16
5479.996582  4.46280009746159e-14  4.811268901390594e-16
5484.867676  4.456000116961033e-14  4.798590406356973e-16
5489.738281  4.427999918230237e-14  4.768990310619579e-16
5494.609375  4.441200079680248e-14  4.7829181792504e-16
5499.480469  4.4759999200984224e-14  4.811680771161196e-16
5504.351562  4.400100008200396e-14  4.734040672424683e-16
5509.222656  4.3624998768585985e-14  4.694703932958601e-16
5514.09375  4.337399918939201e-14  4.670758311539722e-16
5518.964844  4.3778999522792184e-14  4.711231133946309e-16
5523.835938  4.425100016232017e-14  4.758351576802065e-16
5528.70752  4.3787998400823813e-14  4.711919877611545e-16
5533.578613  4.273299853622785e-14  4.603034851033189e-16
5538.450195  4.295399959656186e-14  4.62585656561018e-16
5543.321777  4.3210000058276424e-14  4.647683016474147e-16
5548.193359  4.283299924598069e-14  4.611838170333121e-16
5553.064941  4.294899871404127e-14  4.626209672470066e-16
5557.936523  4.2457001320694507e-14  4.571652809733009e-16
5562.808105  4.2633001214606794e-14  4.589186391741173e-16
5567.680176  4.294799921516351e-14  4.619457761089265e-16
5572.551758  4.244199867313274e-14  4.568037567235009e-16
5577.423828  4.2624998447321136e-14  4.594054184209925e-16
5582.29541  4.209499976782875e-14  4.531915317803757e-16
5587.16748  4.188499997141368e-14  4.508483210109151e-16
5592.039551  4.1902001616730966e-14  4.509102073556239e-16
5596.911621  4.1924000756437055e-14  4.511626231739057e-16
5601.783691  4.182599904443973e-14  4.50082020891446e-16
5606.655762  4.1795001026702014e-14  4.496315581821843e-16
5611.527832  4.1934998632224205e-14  4.506872788718184e-16
5616.400391  4.166800029472249e-14  4.474820003202897e-16
5621.272461  4.185700045030924e-14  4.499249492192895e-16
5626.14502  4.139700057357795e-14  4.454157693245813e-16
5631.017578  4.071300113987937e-14  4.380954458966136e-16
5635.890137  4.145999949606294e-14  4.452680679544038e-16
5640.762695  4.1073999805735575e-14  4.411268974054979e-16
5645.635254  4.075599992041379e-14  4.377976079365353e-16
5650.507812  4.0681999734009863e-14  4.367294993900476e-16
5655.380371  4.0909001175742227e-14  4.3931337339564685e-16
5660.25293  4.067900123737658e-14  4.3686910100766696e-16
5665.125977  4.117099863072335e-14  4.4205569550194185e-16
5669.998535  4.058400141014433e-14  4.3576576118452943e-16
