       1676.0227  6.04259e-13      3.94674      50.0000
       1677.3956  4.61567e-13      4.45023      50.0000
       1678.7686  4.60046e-13      4.52796      50.0000
       1680.1415  2.42467e-13      2.55731      50.0000
       1681.5144  5.08607e-13      5.37876      50.0000
       1682.8873  2.08815e-13      2.27282      50.0000
       1684.2602  4.63837e-13      5.12694      50.0000
       1685.6332  4.47435e-13      5.13183      50.0000
       1687.0061  3.79653e-13      2.68126      50.0000
       1688.3790  5.12487e-13      5.43882      50.0000
       1689.7519  3.30622e-13      4.10082      50.0000
       1691.1249  1.36324e-13      1.79111      50.0000
       1692.4978  2.49081e-13      3.29428      50.0000
       1693.8707  4.75032e-13      4.45118      50.0000
       1695.2436  3.47488e-13      4.75542      50.0000
       1696.6165  2.77803e-13      3.90109      50.0000
       1697.9895  2.17198e-13      3.12271      50.0000
       1699.3624  2.87639e-13      4.16426      50.0000
       1700.7353  3.77877e-13      5.49895      50.0000
       1702.1082  2.97987e-13      4.47653      50.0000
       1703.4812  2.38466e-13      3.73367      50.0000
       1704.8541  3.04497e-13      4.76991      50.0000
       1706.2270  1.90186e-13      3.12265      50.0000
       1707.5999  2.81072e-13      4.62008      50.0000
       1708.9728  2.24286e-13      3.77349      50.0000
       1710.3458  2.91481e-13      4.85463      50.0000
       1711.7187  3.00709e-13      5.15110      50.0000
       1713.0916  2.74730e-13      4.75812      50.0000
       1714.4645  2.19394e-13      3.94362      50.0000
       1715.8375  3.19239e-13      5.71319      50.0000
       1717.2104  1.14088e-13      2.12006      50.0000
       1718.5833  1.92414e-13      3.60396      50.0000
       1719.9562  2.21946e-13      4.21367      50.0000
       1721.3292  6.96234e-14      1.35418      50.0000
       1722.7021  2.65375e-13      4.50564      50.0000
       1724.0750  9.18062e-14      1.85736      50.0000
       1725.4479  1.70259e-13      3.50018      50.0000
       1726.8208  2.62885e-13      5.30641      50.0000
       1728.1938  2.96932e-13      5.46642      50.0000
       1729.5667  1.97372e-13      4.12752      50.0000
       1730.9396  2.74700e-13      5.75526      50.0000
       1732.3125  2.56600e-13      5.46294      50.0000
       1733.6855  2.01323e-13      4.35655      50.0000
       1735.0584  1.17444e-13      2.60914      50.0000
       1736.4313  2.11795e-13      4.68327      50.0000
       1737.8042  1.82921e-13      4.14181      50.0000
       1739.1771  7.02180e-14      1.59210      50.0000
       1740.5501  2.31935e-13      5.39717      50.0000
       1741.9230  1.64556e-13      3.86565      50.0000
       1743.2959  2.52537e-13      5.92035      50.0000
       1744.6688  2.28383e-13      5.46800      50.0000
       1746.0418  3.06779e-13      7.28821      50.0000
       1747.4147  2.25477e-13      5.08205      50.0000
       1748.7876  1.18635e-13      2.01536      50.0000
       1750.1605  2.62393e-13      6.45245      50.0000
       1751.5334  2.48487e-13      6.23033      50.0000
       1752.9064  2.88348e-13      7.25837      50.0000
       1754.2793  2.90341e-13      7.30397      50.0000
       1755.6522  2.61569e-13      6.63718      50.0000
       1757.0251  2.51373e-13      6.55018      50.0000
       1758.3981  3.61208e-13      9.40682      50.0000
       1759.7710  3.09132e-13      8.03691      50.0000
       1761.1439  3.09949e-13      8.25951      50.0000
       1762.5168  2.45706e-13      6.66498      50.0000
       1763.8897  3.18342e-13      8.69394      50.0000
       1765.2627  3.39718e-13      9.14064      50.0000
       1766.6356  2.55938e-13      7.18868      50.0000
       1768.0085  2.60321e-13      7.08342      50.0000
