       1675.0344  6.14795e-13      6.55676      50.0000
       1676.4074  7.77129e-13      8.62621      50.0000
       1677.7804  7.59287e-13      8.75696      50.0000
       1679.1534  7.21259e-13      8.61616      50.0000
       1680.5264  8.17209e-13      9.90581      50.0000
       1681.8994  7.66805e-13      9.51467      50.0000
       1683.2724  5.45362e-13      7.14093      50.0000
       1684.6454  9.70432e-13      12.5989      50.0000
       1686.0184  9.19310e-13      12.1949      50.0000
       1687.3914  9.35055e-13      7.16362      50.0000
       1688.7644  1.08827e-12      13.4125      50.0000
       1690.1374  1.06670e-12      15.1402      50.0000
       1691.5104  1.13458e-12      16.2432      50.0000
       1692.8834  1.07654e-12      15.7323      50.0000
       1694.2564  1.08947e-12      16.1879      50.0000
       1695.6294  1.14263e-12      17.3803      50.0000
       1697.0024  1.17082e-12      18.2582      50.0000
       1698.3754  1.57114e-12      23.6470      50.0000
       1699.7484  1.70386e-12      26.0915      50.0000
       1701.1214  1.78725e-12      27.2820      50.0000
       1702.4944  1.73260e-12      27.1185      50.0000
       1703.8674  1.91446e-12      29.7014      50.0000
       1705.2404  1.97355e-12      31.1121      50.0000
       1706.6134  2.36552e-12      36.7803      50.0000
       1707.9864  3.17646e-12      47.0395      50.0000
       1709.3594  3.55154e-12      51.5017      50.0000
       1710.7324  3.57459e-12      52.0604      50.0000
       1712.1054  2.92731e-12      45.4531      50.0000
       1713.4784  3.07871e-12      48.6847      50.0000
       1714.8514  4.39695e-12      62.7391      50.0000
       1716.2244  5.19822e-12      71.0360      50.0000
       1717.5974  5.13041e-12      70.8839      50.0000
       1718.9704  4.32093e-12      64.5432      50.0000
       1720.3434  3.44219e-12      53.7362      50.0000
       1721.7164  2.86395e-12      47.1883      50.0000
       1723.0894  2.90923e-12      40.1335      50.0000
       1724.4624  3.25689e-12      55.4479      50.0000
       1725.8354  4.04231e-12      64.6667      50.0000
       1727.2084  5.09748e-12      76.2056      50.0000
       1728.5814  5.61468e-12      76.9109      50.0000
       1729.9544  5.30868e-12      80.9039      50.0000
       1731.3274  4.73326e-12      74.5306      50.0000
       1732.7004  4.50090e-12      72.4064      50.0000
       1734.0734  4.22247e-12      70.1834      50.0000
       1735.4464  4.38417e-12      73.3583      50.0000
       1736.8194  4.05214e-12      69.9511      50.0000
       1738.1924  4.27925e-12      72.4431      50.0000
       1739.5654  4.07459e-12      69.8424      50.0000
       1740.9384  4.02692e-12      70.4574      50.0000
       1742.3114  4.55258e-12      77.3763      50.0000
       1743.6844  4.88141e-12      81.0635      50.0000
       1745.0574  4.99818e-12      83.7545      50.0000
       1746.4304  4.94285e-12      83.4042      50.0000
       1747.8034  5.08837e-12      84.8999      50.0000
       1749.1764  5.75210e-12      92.6007      50.0000
       1750.5494  6.60664e-12      102.900      50.0000
